NC_000067.7	3393984	3491924	2	2	1	1	0	4
NC_000067.7	4844740	4847747	2	2	1	3	0	15
NC_000067.7	4847025	4847747	2	2	1	29	0	17
NC_000067.7	4847872	4852790	2	2	1	14	0	18
NC_000067.7	4852957	4854173	2	2	1	11	0	19
NC_000067.7	4852957	4855795	2	2	1	1	0	18
NC_000067.7	4854329	4855795	2	2	1	6	0	18
NC_000067.7	4878206	4878677	1	1	1	4	0	17
NC_000067.7	4878710	4898806	1	1	1	5	0	16
NC_000067.7	4898873	4900490	1	1	1	8	0	18
NC_000067.7	4900539	4902533	1	1	1	12	0	19
NC_000067.7	4902605	4907223	1	1	1	7	0	14
NC_000067.7	4907298	4909609	1	1	1	13	0	17
NC_000067.7	4909712	4911178	1	1	1	6	0	12
NC_000067.7	4911356	4915185	1	1	1	7	1	19
NC_000067.7	4928200	4937692	1	1	1	9	4	18
NC_000067.7	4928643	4937692	1	1	0	1	0	18
NC_000067.7	4937756	4948249	1	1	1	4	8	17
NC_000067.7	4948356	4956966	1	1	1	7	8	18
NC_000067.7	4957055	4959679	1	1	1	3	7	16
NC_000067.7	4959826	4960962	1	1	1	1	6	15
NC_000067.7	4961020	4962137	1	5	1	8	10	18
NC_000067.7	4962293	4963639	1	1	1	12	1	19
NC_000067.7	4963787	4965156	1	1	1	13	10	17
NC_000067.7	4965229	4966578	1	1	1	5	4	12
NC_000067.7	4982772	4987119	2	2	1	1	0	10
NC_000067.7	5153502	5154639	1	1	1	15	1	18
NC_000067.7	5153849	5154639	1	1	1	1	0	10
NC_000067.7	5154787	5159231	1	1	1	20	1	13
NC_000067.7	5159335	5163585	1	1	1	20	0	18
NC_000067.7	5163676	5165837	1	1	1	12	20	19
NC_000067.7	5163717	5165837	1	1	1	0	20	19
NC_000067.7	5165952	5168251	1	1	1	18	2	19
NC_000067.7	5168357	5171292	1	1	1	21	2	16
NC_000067.7	5168357	5187612	1	1	1	4	0	12
NC_000067.7	5171347	5187612	1	1	1	37	0	18
NC_000067.7	5187711	5194499	1	1	1	41	1	18
NC_000067.7	5194693	5203306	1	1	1	20	0	17
NC_000067.7	5203486	5206034	1	1	1	43	0	19
NC_000067.7	5206161	5213972	1	1	1	37	1	18
NC_000067.7	5214075	5220170	1	1	1	28	0	17
NC_000067.7	5220285	5232327	1	1	1	57	0	19
NC_000067.7	6285182	6298163	1	1	1	1	0	3
NC_000067.7	6298274	6300182	1	1	1	5	0	18
NC_000067.7	6300298	6304184	1	1	1	1	0	10
NC_000067.7	6304624	6308485	1	1	1	2	0	12
NC_000067.7	6308689	6310175	1	1	1	5	0	16
NC_000067.7	6310603	6314328	1	1	1	4	0	9
NC_000067.7	6314500	6315018	1	1	1	1	0	15
NC_000067.7	6315204	6315381	1	1	1	5	0	14
NC_000067.7	6315569	6315648	1	1	1	4	0	10
NC_000067.7	6315731	6315821	1	1	1	1	0	13
NC_000067.7	6315884	6317929	1	1	1	0	1	7
NC_000067.7	6318034	6318289	1	1	1	1	0	6
NC_000067.7	6318417	6318499	1	3	1	9	0	13
NC_000067.7	6320392	6331153	1	1	1	2	0	13
NC_000067.7	6331320	6333057	1	1	1	7	0	14
NC_000067.7	6333167	6333247	1	1	1	1	0	6
NC_000067.7	6333489	6334765	1	1	1	10	0	17
NC_000067.7	6334815	6334891	1	1	1	0	1	3
NC_000067.7	6334815	6335797	1	1	1	6	1	18
NC_000067.7	6335846	6338921	1	1	1	9	0	18
NC_000067.7	6338981	6340914	1	1	1	4	0	10
NC_000067.7	6341043	6342924	1	1	1	2	0	9
NC_000067.7	6341052	6342924	1	1	1	10	0	19
NC_000067.7	6342996	6344421	1	1	1	3	1	15
NC_000067.7	6376528	6376922	1	1	0	2	0	18
NC_000067.7	7159441	7190417	1	1	1	1	0	14
NC_000067.7	7190840	7217860	1	1	1	3	0	12
NC_000067.7	7217964	7231115	1	1	1	1	0	4
NC_000067.7	7231288	7233471	1	1	1	2	0	13
NC_000067.7	7233596	7239738	1	1	1	7	0	18
NC_000067.7	8433858	8484426	2	2	1	4	0	15
NC_000067.7	8484538	8515250	2	2	1	4	0	18
NC_000067.7	8515344	8518203	2	2	1	15	0	19
NC_000067.7	8518352	8533617	2	2	0	1	0	17
NC_000067.7	8518357	8533617	2	2	1	4	0	10
NC_000067.7	8531202	8533617	2	2	0	1	0	17
NC_000067.7	8533690	8535660	2	2	1	9	0	18
NC_000067.7	8535778	8624948	2	2	1	5	1	17
NC_000067.7	8624988	8653428	2	2	1	2	0	7
NC_000067.7	8653559	8665635	2	2	1	5	0	11
NC_000067.7	8665767	8677293	2	2	1	1	0	4
NC_000067.7	8692460	8695002	2	2	1	1	0	6
NC_000067.7	8695106	8748030	2	2	1	1	0	5
NC_000067.7	8748205	8749296	2	2	1	1	0	13
NC_000067.7	8752254	8852986	2	2	1	1	0	10
NC_000067.7	8874195	9069409	2	2	1	2	0	14
NC_000067.7	9069474	9273403	2	2	1	1	0	17
NC_000067.7	9618377	9620131	1	1	1	1	0	12
NC_000067.7	9623202	9623542	1	3	1	1	0	19
NC_000067.7	9623698	9623847	1	1	1	1	0	18
NC_000067.7	9624045	9625762	1	1	1	1	0	18
NC_000067.7	9627331	9628357	1	1	1	2	0	19
NC_000067.7	9630433	9633733	1	1	1	4	0	12
NC_000067.7	9633813	9634021	1	1	1	2	0	3
NC_000067.7	9634119	9637005	1	1	1	3	0	7
NC_000067.7	9637164	9646415	1	1	1	2	0	17
NC_000067.7	9807278	9815674	2	2	1	2	0	10
NC_000067.7	9897345	9935355	1	1	1	1	0	10
NC_000067.7	9918611	9935355	1	1	1	1	0	10
NC_000067.7	9952117	9954631	1	1	1	1	0	16
NC_000067.7	9955979	9956271	1	1	1	2	0	12
NC_000067.7	9959251	9961585	1	1	1	1	0	18
NC_000067.7	9961676	9968944	1	1	1	2	0	10
NC_000067.7	10012375	10012547	2	2	0	3	0	15
NC_000067.7	10012381	10012547	2	2	1	21	0	19
NC_000067.7	10012617	10012834	2	2	1	29	0	19
NC_000067.7	10012943	10014244	2	2	1	5	0	18
NC_000067.7	10095289	10097327	2	2	1	46	0	18
NC_000067.7	10097477	10100823	2	2	1	49	0	19
NC_000067.7	10100936	10102563	2	2	1	38	0	19
NC_000067.7	10102650	10103482	2	2	1	42	0	19
NC_000067.7	10103549	10104232	2	2	1	35	0	18
NC_000067.7	10104362	10105153	2	2	1	25	0	19
NC_000067.7	10105389	10107886	2	2	1	1	0	17
NC_000067.7	10105389	10107894	2	2	1	16	0	19
NC_000067.7	10105389	10108143	2	2	1	2	0	17
NC_000067.7	10108570	10115300	1	1	1	1	0	12
NC_000067.7	10117752	10128944	1	1	1	1	0	9
NC_000067.7	10129049	10134557	1	1	1	1	0	13
NC_000067.7	10134639	10135547	1	1	1	1	0	5
NC_000067.7	10147468	10152477	1	1	1	1	0	3
NC_000067.7	10152572	10153725	1	1	1	1	0	6
NC_000067.7	10160543	10166090	1	1	1	1	0	4
NC_000067.7	10196705	10197647	1	1	1	2	0	17
NC_000067.7	10202743	10203388	1	1	1	1	0	12
NC_000067.7	10204456	10206158	1	1	1	1	0	18
NC_000067.7	10209222	10210691	2	2	1	2	0	16
NC_000067.7	10210810	10211783	2	2	1	2	0	19
NC_000067.7	10211923	10212800	2	2	1	1	0	12
NC_000067.7	10212970	10214942	2	2	1	1	0	13
NC_000067.7	10222099	10223610	2	2	1	1	0	9
NC_000067.7	10230254	10230925	2	2	1	1	0	7
NC_000067.7	10254407	10254610	2	2	1	1	0	15
NC_000067.7	10259904	10264481	2	2	1	1	0	13
NC_000067.7	10269202	10269953	2	2	1	1	0	9
NC_000067.7	10366560	10371477	2	2	1	2	0	19
NC_000067.7	10395537	10399697	2	2	1	13	0	19
NC_000067.7	10399783	10407491	2	2	1	6	0	18
NC_000067.7	10407695	10478493	2	2	1	7	0	18
NC_000067.7	10478585	10479481	2	2	1	13	0	13
